line_text,speaker
Butt stick! Butt stick! Butt stick!,Crazy Ira
Let's vote on it right now! Butt stick! Butt stick!,The Douche
Okay.,Jerry Gergich
Who's next?,Jerry Gergich
"Yes, ma'am.",Jerry Gergich
This slogan is gonna go on every sign in town.,Extra
I think it should be something real that we can all be proud of.,Extra
"I've lived in Pawnee my whole life and it could be a strange place, but overall it's a warm, and wonderful town.",Extra
"My idea for a slogan is, ""When you're here, then you're home.""",Extra
"Well, that's lovely.",Jerry Gergich
I actually had it printed up so we can see what it would look like.,Extra
"Oh, you-- Hm--there's--that's--that's spelled wrong.",Leslie Knope
"That should be ""then"", t-h-e-n.",Leslie Knope
Stay strong.,Ben Wyatt
Let them work it out.,Ben Wyatt
And trust Larry.,Ben Wyatt
Trust Larry?,Leslie Knope
Are you listening to yourself?,Leslie Knope
I like that slogan a lot.,Extra
But you made a little mistake there.,Extra
You see?,Ben Wyatt
Back off.,Leslie Knope
"""You're"" is spelled wrong.",Extra
"It should be ""y-o-u-r.""",Extra
"Oops, I didn't catch it.",Jerry Gergich
Thank you.,Jerry Gergich
"No, no, no, she made a possessive.",Leslie Knope
She's getting further away.,Leslie Knope
It's okay.,Ben Wyatt
"Okay, let's vote.",Jerry Gergich
All those in favor.,Jerry Gergich
Approved!,Jerry Gergich
"Man, the places that came on the market today are way nicer than the listings we saw yesterday.",Tom Haverford
"I know, crazy, right? Real estate.",April Ludgate
"This property is under your budget, and it's got everything on this wish list you gave me.",Donna Meagle
Except the two helipads.,Donna Meagle
Does it have one helipad? I don't know.,Tom Haverford
"I like it, butâ¦ seems a little small.",Tom Haverford
"No, I think it just seems small because of all the heavy furniture.",April Ludgate
But that part is really great.,April Ludgate
The lighting is really cool.,April Ludgate
I think this is the one.,April Ludgate
"You know, I think you're right.",Tom Haverford
I'll do it.,Tom Haverford
"Thanks, April.",Tom Haverford
"And, hey, bonus, it's pretty close to city hall.",Tom Haverford
You guys are gonna be regulars.,Tom Haverford
I'll keep a table open for you.,Tom Haverford
And special thanks to Leslie Knope for once again bringing about positive change to this town.,Councilman Milton
"Pawnee, I present to you, your new slogan.",Councilman Milton
You fixed the mistakes.,Ben Wyatt
I held it together for the entire meeting.,Leslie Knope
Let me have this one.,Leslie Knope
I'm done micromanaging.,Leslie Knope
I promise.,Leslie Knope
Then I'm sure you are okay with the fact that they installed the sign the wrong way and it's welcoming you to Pawnee as you're leaving.,Ben Wyatt
"What? No! Oh, son of a--",Leslie Knope
"Hey, you passed the test.",Ben Wyatt
"Honestly, there's something else I'm worried about.",Leslie Knope
"The kind of work that I've been doing all these years, the nuts and bolts, the grunt work, that's the stuff I know how to do.",Leslie Knope
What if I take this national parks jobs and I justâ¦ fail?,Leslie Knope
Hm.,Ben Wyatt
What if I'm not good at it?,Leslie Knope
Yeah.,Ben Wyatt
"Leslie, I love you, very much.",Ben Wyatt
But this is the stupidest thing you've ever said.,Ben Wyatt
You'd be amazing.,Ben Wyatt
"And everyone's gonna be in awe of how amazing you are, so just shut your month.",Ben Wyatt
"Hey, are we leaving or entering? We've been driving around in circles.",Extra
You're--,Leslie Knope
"Aw, babe, you've gone crazy.",Ben Wyatt
"The only thing I am crazy about is a magnificent, pregnant manta ray named Ann Perkins.",Leslie Knope
I am ranking topics of conversation for our next phone call.,Leslie Knope
The worst part about your best friend living in another stupid state is the topics really pile up.,Leslie Knope
What do you think should be higher priority?,Leslie Knope
Infinity scarves or whether or not it's worth it for me to get Showtime?,Leslie Knope
Is this really necessary?,Ben Wyatt
"When she moved, we promised each other that we would talk every day, and we've really fallen behind.",Leslie Knope
"I know your female friends are very important to you, but I'm always a good sounding board.",Ben Wyatt
"I mean, I can talk about Sandra Bullock skirt length.",Ben Wyatt
"No, no, babe, you can'tâ¦ you would just embarrass yourself.",Leslie Knope
"Plus, every time I start talking to you, five seconds later, I want to jump your bones.",Leslie Knope
"Oh, let's do that instead.",Ben Wyatt
"See, that's what I'm talking about.",Leslie Knope
"Yeah, okay, let's do this.",Leslie Knope
Okay.,Ben Wyatt
"Yeah, yeah, yeah.",Leslie Knope
On to the unity concert.,Leslie Knope
Ben is meeting with the tent people to finalize those deals.,Leslie Knope
"April and Donna will be helping me with the vendor location charts, and I will be meeting with the surveyors about the concert grounds.",Leslie Knope
I would like to volunteer to do the park survey myself.,Ron Swanson
"Wow, Ron.",Leslie Knope
I always knew there would be a day when I would get through to you and you would love government work.,Leslie Knope
Today is that historic day.,Leslie Knope
Yes.,Ron Swanson
That is what has happened.,Ron Swanson
Spending the day outside alone sounds like a dream.,Ron Swanson
"I love being a father, but there are a few things I miss.",Ron Swanson
"Silence, the absence of noise, one single moment undisturbed by the sounds of a children's TV program called Doc McStuffins.",Ron Swanson
There is no quiet anymore.,Ron Swanson
There is only Doc McStuffins.,Ron Swanson
Sorry I'm late.,Andy Dwyer
"Uh, Andy, why don't you go with Ron and help him?",Leslie Knope
I really don't need--,Ron Swanson
Shotgun!,Andy Dwyer
I call shotgun.,Andy Dwyer
Where are we going?,Andy Dwyer
Doesn't matter.,Andy Dwyer
Shotgun.,Andy Dwyer
Shotgun on all rides for the rest of the day.,Andy Dwyer
For the rest of my life.,Andy Dwyer
In any car!,Andy Dwyer
Ha ha!,Andy Dwyer
I just faced you suckers!,Andy Dwyer
"So I'll see you in the parking lot, Ron.",Andy Dwyer
Later!,Andy Dwyer
Is the tent guy lefthanded or righthanded?,Tom Haverford
I just need to know which way to part my hair to get us a better price.,Tom Haverford
It's a business theory I'm working on.,Tom Haverford
I really don't think it matters.,Ben Wyatt
Pretty straightforward deal.,Ben Wyatt
A straightforward deal?,Tom Haverford
Why didn't you tell me?,Tom Haverford
I don't have my straightforward deal fedora on me.,Tom Haverford
We gotta stop by my storage unit on the way up.,Tom Haverford
"Hey, Larry.",Ben Wyatt
"Hey, you wanna come with us to tent world?",Ben Wyatt
Little road trip?,Ben Wyatt
Tent world?,Jerry Gergich
"Yeah, let me grab my lunch.",Jerry Gergich
No.,Tom Haverford
Why'd you invite Larry?,Tom Haverford
He's been doing all the paperwork for this deal.,Ben Wyatt
He deserves to come.,Ben Wyatt
Remember you said that when Larry's farting up the car.,Tom Haverford
Larry isn't that bad.,Ben Wyatt
He's nice.,Ben Wyatt
"And frankly, I don't care who knows that I said that, as long as no one knows that I said that.",Ben Wyatt
"Okay, ladies, I will be in my office for one to seven hours for my weekly chat with Ann.",Leslie Knope
I brought some fresh snacks.,Leslie Knope
"And I made a backup plan for the vendor chart in case, you know, yours isn't good.",Leslie Knope
"Actually, Ann called while you were in the bathroom.",Donna Meagle
"She said something came up, she'll call you later.",Donna Meagle
"I don't know, I told her to leave you a voice mail.",Donna Meagle
Ugh!,Leslie Knope
"God, why'd you let me say all that?",Leslie Knope
"I'm coming, Ann's voice mail!",Leslie Knope
I'm coming!,Leslie Knope
Listen to me very carefully.,Ann Perkins
I have not been taken.,Ann Perkins
"I know that's always your first fear when I'm not available, but this is not a Liam Neeson Taken scenario.",Ann Perkins
That's exactly what they'd make you say.,Leslie Knope
"Also, no one's making me say this.",Ann Perkins
"I am a free woman, untaken, simply going about my business.",Ann Perkins
I just have to run.,Ann Perkins
Something came up.,Ann Perkins
"I love you, and I'll call you later.",Ann Perkins
Donna.,Leslie Knope
"What's good, baby?",Leslie Knope
What's going down in Donna town?,Leslie Knope
What's the haps in Meaglewood?,Leslie Knope
I'm listening to Jaleel Or No Deal.,Donna Meagle
It's a podcast where the kid who played Urkel reviews old Deal Or No Deal episodes.,Donna Meagle
"It's pointless, and I love it.",Donna Meagle
"Okay, don't let me interrupt.",Leslie Knope
"April, what's the 411, little mama?",Leslie Knope
What's the hot goss?,Leslie Knope
Who you crushing on these days?,Leslie Knope
"Ew, my husband, weirdo.",April Ludgate
Can I get back to work now?,April Ludgate
Thanks.,April Ludgate
Bye.,April Ludgate
Work?,Leslie Knope
You can work whenever.,Leslie Knope
"Except for now, because now is lady time.",Leslie Knope
You sound like a tampon commercial.,April Ludgate
I'm setting up an impromptu Galentine's day.,Leslie Knope
Really?,April Ludgate
Yeah.,Leslie Knope
"Wait, I thought you weren't gonna do Galentine's day this year because that she-beast moved away.",April Ludgate
I believe her name was Satan?,April Ludgate
"Her name is Ann, and she is gone, and I have accepted it, and we are gonna have Galentine's day.",Leslie Knope
"Ladies, up front.",Leslie Knope
"I need an Ann who lives in Pawnee, and there is no one obvious candidate, so I will test them out on the ultimate battlefield of female friendship Galentine's day brunch.",Leslie Knope
It will be a women's only marathon bonding session with tons of whipped cream.,Leslie Knope
"Side note, do not Google that phrase.",Leslie Knope
"Hey, Ron.",Andy Dwyer
Can I ask you kind of an important question?,Andy Dwyer
"You know, like, when you go to the ATM and you get money, is there an actual guy standing behind the wall who slides dollar bills in there?",Andy Dwyer
No.,Ron Swanson
Yeah.,Andy Dwyer
It's robots.,Andy Dwyer
"Oh, actually, you know what?",Andy Dwyer
I do have a serious question.,Andy Dwyer
"In the movie Predator, can you rub any kind of mud on yourself to prevent predator from seeing you with his thermal heat signature sight, or is it more-- Ow!",Andy Dwyer
That sucks.,Andy Dwyer
Are you hurt?,Ron Swanson
No.,Andy Dwyer
All good.,Andy Dwyer
All good.,Andy Dwyer
Oops.,Andy Dwyer
Except for my mouth.,Andy Dwyer
"Oh, whoa.",Andy Dwyer
Five second rule.,Andy Dwyer
"No, ahh.",Andy Dwyer
"Come on, we better get you to a dentist.",Ron Swanson
"Oh, my God, Larry.",Tom Haverford
Your tuna fish sandwich stunk up my suit.,Tom Haverford
Gayle made it for me.,Jerry Gergich
Irrelevant.,Tom Haverford
You know what?,Tom Haverford
Stay out here and double-check these deal memos.,Tom Haverford
"If you get through 'em, triple-check 'em.",Tom Haverford
Just don't come inside.,Tom Haverford
Sounds good.,Jerry Gergich
I will finish my sandwich and enjoy the view.,Jerry Gergich
"Hey, Harvey.",Ben Wyatt
Ben Wyatt.,Ben Wyatt
We spoke on the phone.,Ben Wyatt
Yeah.,Harvey
"Yeah, we sure did.",Harvey
Okay.,Harvey
Who's this little genie right here?,Harvey
"Tom Haverford, Pawnee business liaison.",Tom Haverford
Okay.,Harvey
Got your contracts for you right here.,Harvey
Wow.,Ben Wyatt
It's a lot thicker than the original one page version.,Ben Wyatt
"I take tents pretty seriously, Ben, I'm a tent guy.",Harvey
"I got over 1,300 tents in this warehouse alone.",Harvey
"900 of those are over 2,000 square feet, 80 of them are striped, and exactly 4 of 'em were once rented by Miss Rene Russo.",Harvey
Whoa!,Tom Haverford
Yeah.,Harvey
No doy.,Harvey
I think I know what I'm doing.,Harvey
So I added a few syllables and whatnot.,Harvey
"Clauses, et cetera.",Harvey
"Addendums, what have you.",Harvey
Why don't we go ahead and sign that for me?,Harvey
"Yeah, I think we're gonna need to take a look at this.",Ben Wyatt
Hmm.,Tom Haverford
So I guess this is not a straightforward deal.,Tom Haverford
"Shauna, I'm so glad you could make it.",Leslie Knope
You're so tan.,Leslie Knope
"Oh, thanks.",Shauna Malwae-Tweep
I just got back from a solo trip to Rome.,Shauna Malwae-Tweep
"I was gonna go with my boyfriend, but he couldn't come because he decided to stay with his wife.",Shauna Malwae-Tweep
Oof.,Leslie Knope
I love Rome.,Evelyn
It's such a great place.,Evelyn
Rome's played out.,Donna Meagle
Have y'all been to Kuala Lumpur?,Donna Meagle
When did you go to Asia?,Leslie Knope
I go all the time.,Donna Meagle
Where do you think I got that crystal Buddha head above my jacuzzi?,Donna Meagle
You have a jacuzzi?,Leslie Knope
Good to know.,Leslie Knope
Prospects for new Pawnee best friend.,Leslie Knope
Donna Meagle.,Leslie Knope
"Confident, worldly, we go way back.",Leslie Knope
April Ludgate.,Leslie Knope
"Vivid imagination, young, and vibrant.",Leslie Knope
Shauna Malwae-Tweep.,Leslie Knope
"Pretty, fragile, makes terrible life decisions.",Leslie Knope
"A real fixer-upper, but look, it's not like Ann was doing so hot when I met her.",Leslie Knope
Ethel Beavers.,Leslie Knope
Bit of a dark horse.,Leslie Knope
"Crotchety, but probably wise.",Leslie Knope
"And then we got Evelyn, aka fake Ann.",Leslie Knope
I don't know her last name.,Leslie Knope
Honestly we just needed bodies.,Leslie Knope
"Thank you, everyone, for getting together on such short notice, and happy Galentine's day.",Leslie Knope
"Now, this is not technically the right date, but any time a group of women get together for brunch, we embody the spirit of the holiday.",Leslie Knope
"Today we will celebrate friendship, spend a few hours together, and answer a couple of questions I've compiled.",Leslie Knope
Just for fun.,Leslie Knope
Nothing serious.,Leslie Knope
But please answer them with complete honesty 'cause I'll be able to tell if you're lying.,Leslie Knope
To girlfriends!,Leslie Knope
Yay.,April Ludgate
Girlfriends.,Donna Meagle
Whoohoo!,Leslie Knope
"Okay, it's time for a little Galentine's day Q&A.",Leslie Knope
"Donna, you pick first.",Leslie Knope
"""What is your favorite TV show?""",Donna Meagle
"Well, for live tweeting, it's Scandal.",Donna Meagle
"For binge watching, it's Scandal.",Donna Meagle
"But for fashion, it's actually Scandal.",Donna Meagle
My answer is Scandal.,Donna Meagle
Hmm.,Leslie Knope
April?,Leslie Knope
"Ooh, I love watching Russian traffic accidents on YouTube while I play children's music at the wrong RPM.",April Ludgate
I like beauty pageants.,Shauna Malwae-Tweep
Everyone is so happy and perfect.,Shauna Malwae-Tweep
I like Diagnosis Murder.,Ethel Beavers
And skin flicks.,Ethel Beavers
Can anybody top me off?,Ethel Beavers
The correct answer for favorite TV show is Friday Night Lights.,Leslie Knope
The correct answer?,Donna Meagle
Next question.,Leslie Knope
"Okay, this contract is insane.",Ben Wyatt
It costs extra to have people inside the tents?,Ben Wyatt
And what's a flap tax?,Ben Wyatt
"Well, you need flaps, bro.",Harvey
A tent without flaps is basically a parachute.,Harvey
An unfolding charge?,Tom Haverford
A noise damage waiver?,Tom Haverford
How can noise damage tents?,Tom Haverford
Shh.,Harvey
"Keep your voice down, please, there's tents here.",Harvey
"Now, look, you can argue with me all you want, but for every line item that you two idiots disagree with, there's gonna be a 50 dollar discussion surcharge.",Harvey
"What are we up to, doll?",Harvey
400 dollars.,Extra
A discussion surcharge?,Ben Wyatt
That's nuts.,Ben Wyatt
450 dollars.,Harvey
That's it.,Ben Wyatt
Deal's off.,Ben Wyatt
We'll take our business elsewhere.,Ben Wyatt
"Suit yourself, gentlemen.",Harvey
Sorry we couldn't make a deal.,Harvey
"Wait, wait.",Tom Haverford
Let me try one more thing.,Tom Haverford
What's the price now?,Tom Haverford
80 dollars more.,Harvey
I liked it better the other way.,Harvey
"Does have an effect, though.",Tom Haverford
The receptionist says she'll fit you in as soon as there's an opening.,Ron Swanson
"If you're all right, I'm gonna head back to the park.",Ron Swanson
"Wait, wait, wait, real quick, real quick.",Andy Dwyer
Do you know what my social security number is?,Andy Dwyer
Or if I'm allergic to anything?,Andy Dwyer
I don't like corn.,Andy Dwyer
Should I put that down?,Andy Dwyer
Or will that be confusing?,Andy Dwyer
Because I do like candy corn.,Andy Dwyer
"Oh, Ron.",Andy Dwyer
What a mess.,Andy Dwyer
"Here, let me help you.",Andy Dwyer
All I wanted was two hours where I got to forget that I was a parent.,Ron Swanson
"Ron, look.",Andy Dwyer
I found all three differences.,Andy Dwyer
Those are two completely different pictures.,Ron Swanson
"""Ladies' choice.""",April Ludgate
Ooh!,Leslie Knope
Wild card option.,Leslie Knope
"Okay, anybody reveal anything about their life, anything at all.",Leslie Knope
I've gotten two annulments.,Donna Meagle
"One for pleasure, and one to cap off a long con I was running against Keith Sweat.",Donna Meagle
Wow.,Leslie Knope
"Ethel, have you --Okay, Ethel's asleep.",Leslie Knope
Shauna?,Leslie Knope
I'm writing a memoir based on my blog.,Shauna Malwae-Tweep
"It's called Tweeping Up Appearances, and it's about my journey to find happiness by smiling through the pain.",Shauna Malwae-Tweep
"Okay, I can work with that.",Leslie Knope
"Knope, what you got going on in that notebook?",Donna Meagle
Just jotting down memories in my trusty old journal.,Leslie Knope
"""Friendship rankings.""",April Ludgate
What's that?,April Ludgate
It's not what it sounds like.,Leslie Knope
It's simply a way for me to figure out which one of you is the best.,Leslie Knope
That's messed up.,Donna Meagle
"Yeah, that is really lame, and I'm leaving.",April Ludgate
"You're better than that, Knope.",Donna Meagle
"Donna, why are you angry?",Leslie Knope
You were in first place.,Leslie Knope
"Bye, everyone.",Evelyn
This was a really... brunch.,Evelyn
Leave the bag.,Leslie Knope
"If you do this again next year, don't call me.",Ethel Beavers
"Well, by default, it's Shauna.",Leslie Knope
"That's how you want to find your new best friend, right?",Leslie Knope
By default?,Leslie Knope
My pores are clogged up from being in that dusty warehouse.,Tom Haverford
I'm gonna check if this gas station has some biore strips.,Tom Haverford
"Aw, thanks, Larry, that's nice of you.",Ben Wyatt
Gayle always has me do the windshield.,Jerry Gergich
She likes to stand behind me and watch.,Jerry Gergich
"According to her, it's the best view.",Jerry Gergich
How is Gayle?,Ben Wyatt
"Oh, wonderful.",Jerry Gergich
And the girls?,Ben Wyatt
They're good.,Jerry Gergich
Why do you want to know?,Jerry Gergich
I'm genuinely interested.,Ben Wyatt
I'm sorry.,Jerry Gergich
I'm just not used to people from the office asking me things.,Jerry Gergich
It's kind of scary.,Jerry Gergich
"But in a good way, though.",Jerry Gergich
"Aw, man, did I miss a Larry fart?",Tom Haverford
"Oh, no, uh, we were just--",Ben Wyatt
"Yeah, Tom.",Jerry Gergich
"Yeah, I really ripped one.",Jerry Gergich
"Didn't I, Ben?",Jerry Gergich
Yeah.,Ben Wyatt
"Yeah, it was loud.",Ben Wyatt
Smells like a hippopotamus took a dump on a skunk.,Tom Haverford
It's in your best interest.,Jerry Gergich
"Well, the numbers don't lie.",Andy Dwyer
"I'm a goofus, not a gallant.",Andy Dwyer
Been here forever.,Andy Dwyer
Can we go?,Andy Dwyer
Don't you want to get your tooth fixed?,Ron Swanson
"I don't know, I think my tooth looks fine just like this.",Andy Dwyer
"Well, my grandmother was missing that tooth, and she was the most beautiful woman on her oil rig.",Ron Swanson
You are an adult.,Ron Swanson
I am not your dad.,Ron Swanson
"If you want to go, we can go.",Ron Swanson
Yay.,Andy Dwyer
"Thanks, Ron.",Andy Dwyer
"That's why you know even though you're not my dad, you're like an old brother to me.",Andy Dwyer
"Like a cool uncle, but old.",Andy Dwyer
Like a grandpa.,Andy Dwyer
But cool like a son.,Andy Dwyer
Thank you very much.,Tom Haverford
Thank you.,Ben Wyatt
No problem.,Extra
"That'll be $8, please.",Extra
"What, you're charging us for coffee?",Ben Wyatt
What kind of a business... Uh-oh.,Ben Wyatt
"Oh, hello, gentlemen.",Harvey
Gotta be kidding me.,Ben Wyatt
You own this place too?,Ben Wyatt
"That's right, dickweed.",Harvey
You wanna talk deal?,Harvey
Because my prices have gone up ever so slightly since I saw you last.,Harvey
"No, we're not giving in to your crazy demands.",Ben Wyatt
There are plenty of other tent rental places within driving distance.,Ben Wyatt
"Yeah, I'm calling Tent Emporium right now.",Tom Haverford
Tent Emporium.,Harvey
"How can I help you, buttface?",Harvey
What?,Ben Wyatt
Come on.,Tom Haverford
Yes.,Harvey
I own every tent store in Southern Indiana.,Harvey
"Tent Town, Rent Ten Tents, the Tent Offensive, and Ace Tentura Tent Detective.",Harvey
"I also own a chickfila franchise, but that's not doing so hot right now.",Harvey
Whatever.,Harvey
Let's get outta here.,Ben Wyatt
You've reached the Tentagon.,Harvey
"How can I help you, buttface?",Harvey
"Okay, here's an idea.",Leslie Knope
"Why don't we find something, anything, no matter how small, that we have in common?",Leslie Knope
"For example, I'm an only child.",Leslie Knope
Me too.,Shauna Malwae-Tweep
"Although, when I was in college I found out that my dad had a second family.",Shauna Malwae-Tweep
"Well, we were the second family, technically.",Shauna Malwae-Tweep
"Okay, well, we both went to college.",Leslie Knope
There's that.,Leslie Knope
Yeah.,Shauna Malwae-Tweep
"Oh, my God!",Leslie Knope
Ann had her baby!,Leslie Knope
"Wow, this has been fun.",Leslie Knope
The bill is already paid.,Leslie Knope
May I gently suggest that you check out Chris Traeger's wonderful therapist Dr. Richard Nygard.,Leslie Knope
Although there is a tiny part of me that always thought it was just Chris talking into a mirror.,Leslie Knope
"Anyway, maybe you should look him up.",Leslie Knope
"I don't know, I read a book once that said a woman should never make the first move.",Shauna Malwae-Tweep
That doesn't apply to therapy.,Leslie Knope
Okay.,Leslie Knope
Good luck!,Leslie Knope
"Oliver Perkins-Traeger, meet your Aunt Leslie.",Ann Perkins
Hey!,Leslie Knope
"Oh, he's so beautiful.",Leslie Knope
And you're so beautiful.,Leslie Knope
"I mean, you're always beautiful, but right now you are the most beautiful, glowing sun goddess ever.",Leslie Knope
Why didn't you tell me you were in labor?,Leslie Knope
"Well, 'cause I knew you'd drop everything and rush here, and contractions can sometimes go for days.",Ann Perkins
Thank you.,Ann Perkins
So I didn't want you to be stuck waiting around.,Ann Perkins
"Well, I'm glad I'm here now.",Leslie Knope
Where's Chris?,Leslie Knope
"Oh, he was such a good coach that the nurses asked him to help out with a delivery down the hall.",Ann Perkins
Ow.,Andy Dwyer
Ow.,Andy Dwyer
Ow!,Andy Dwyer
"Andrew, you need to get your tooth fixed.",Ron Swanson
No way.,Andy Dwyer
I'm not going back there.,Andy Dwyer
I already won all the magazine mazes.,Andy Dwyer
Don't worry.,Andy Dwyer
It's gonna be fine.,Andy Dwyer
Ow!,Andy Dwyer
"If you don't take care of the problem now, it's only gonna get worse.",Ron Swanson
Come on.,Ron Swanson
I'll drive you back.,Ron Swanson
Fine.,Andy Dwyer
Let me just wolf down this peanut brittle real quick.,Andy Dwyer
Why would you do that?,Andy Dwyer
"Oh, right.",Andy Dwyer
'Cause calories.,Andy Dwyer
We're dead.,Tom Haverford
The only tent store this guy doesn't own is 300 miles away.,Tom Haverford
"Oh, hang on.",Ben Wyatt
Here's a place that might work.,Ben Wyatt
It's called Sweaty Roger's Pants Tent.,Ben Wyatt
"Oh, no, you can't rent tents there.",Ben Wyatt
"Hey, guys.",Jerry Gergich
"Look, I was doublechecking all the paperwork that Tom gave me in that super fun parking lot, and there was something about Harvey's corporate structure that just seemed fishy.",Jerry Gergich
So I dug around and it turns out he has got a lot of code violations.,Jerry Gergich
Whoa!,Ben Wyatt
"Larry, this is great stuff.",Ben Wyatt
"Never thought I would say it, but I'm a genius for making you stay outside and do a menial task.",Tom Haverford
Couldn't agree more.,Jerry Gergich
"You did it, Tom.",Jerry Gergich
"Mm, I don't want to drive back.",Leslie Knope
I miss you so much.,Leslie Knope
No one even comes close to you as a friend.,Leslie Knope
"I even tried to rank the women at work, but that was a total bust.",Leslie Knope
You ranked them?,Ann Perkins
"Well, I thought maybe I could use Galentine's day as an opportunity--",Leslie Knope
"Leslie, Galentine's day?",Ann Perkins
"What do you want me to do, Ann?",Leslie Knope
"I need to find a replacement, and don't worry, it didn't work.",Leslie Knope
Nobody can match your ethnic hybrid energy.,Leslie Knope
Everybody brings their own unique strengths to the table.,Ann Perkins
Some that even I don't have.,Ann Perkins
You shut your mouth.,Leslie Knope
You have all the strengths.,Leslie Knope
"Look, you love harder than anyone I know.",Ann Perkins
It's tough to match.,Ann Perkins
"And I know Donna and April don't show it, but they would do anything for you.",Ann Perkins
And it's not like you and I always see eye to eye.,Ann Perkins
"I mean, Friday Night Lights?",Ann Perkins
"I am more of a Riggins girl, and you lean Saracen.",Ann Perkins
"Yeah, 'cause Riggins is a criminal.",Leslie Knope
He took the fall for his brother.,Ann Perkins
"Okay, he didn't watch out for his brother.",Leslie Knope
"You know, I'm not having this conversation with you again.",Ann Perkins
That family is garbage.,Leslie Knope
The point is we didn't always like the same stuff when we first became friends.,Ann Perkins
Just don't force it.,Ann Perkins
Give it some time.,Ann Perkins
"I know, you're right, Ann.",Leslie Knope
Thank you.,Leslie Knope
"It's just I'm missing you, and there's so much stuff I want to talk to you about.",Leslie Knope
"Well, you're here now, so let's talk.",Ann Perkins
Oh.,Leslie Knope
I think Oliver has more pressing business.,Leslie Knope
"Okay, but we should talk soon, 'cause I almost bought a toe ring the other day.",Ann Perkins
"What? Ann, you're somebody's mother.",Leslie Knope
I know.,Ann Perkins
Okay.,Leslie Knope
I'm gonna give you two some time.,Leslie Knope
I'll call you from the car.,Leslie Knope
I'll be out here if you need me.,Ron Swanson
"Thanks for doing this, Ron.",Andy Dwyer
"When it's all said and done, there were a few mazes I'd cheated on.",Andy Dwyer
"Also, the inside of my mouth is black and hot.",Andy Dwyer
"So do I strip down to my underwear, or all the way naked?",Andy Dwyer
"Hello, Diane.",Ron Swanson
"I'm coming home soon to relieve you, give you a little break.",Ron Swanson
It's no trouble at all.,Ron Swanson
I'm a parent.,Ron Swanson
I'm always on duty.,Ron Swanson
What flavor ice cream would you and the children like?,Ron Swanson
"I'm getting some for a 30-year-old who works for me, so I can bring some home for you too.",Ron Swanson
"Hello, Harvey.",Ben Wyatt
We found a glaring number of code violations you've committed.,Ben Wyatt
I could see to it that you never rent another tent in this region again.,Ben Wyatt
"Gentlemen, I've won two online satellite Jamaican poker tournaments.",Harvey
I can tell that you're bluffing.,Harvey
"Your Pawnee business license has lapsed, which negates most of the deals you've made this year.",Tom Haverford
I'm guessing you're pretty bad at poker.,Tom Haverford
I am.,Harvey
And I was bluffing about winning those tournaments.,Harvey
"Gentlemen, clearly there's been a misunderstanding here.",Harvey
I'm hoping that we can reach some kind of a compromise.,Harvey
"Yeah, first off, I need to know where you got these zebra-print pillows.",Tom Haverford
"Second of all, I got a Tin Cup Blu-Ray itching for a Rene Russo signature.",Tom Haverford
Tom.,Ben Wyatt
The compromise is that you're gonna sign the deal we originally agreed upon.,Ben Wyatt
"We're going to let you continue renting tents, and you're going to do it at a fair price.",Ben Wyatt
"And Larry, he's the guy that brought you down, and he's gonna be watching you like a hawk.",Ben Wyatt
"Oh, hey.",Jerry Gergich
I'm Larry.,Jerry Gergich
Great to know you.,Jerry Gergich
I love tent world.,Jerry Gergich
God! Can you just be cool for one second?,Tom Haverford
"Okay, black coffee with extra grounds.",Leslie Knope
Gross.,Leslie Knope
For April.,Leslie Knope
And a mocha ice blended for Donna.,Leslie Knope
"Guys, I totally blew it.",Leslie Knope
"I was all screwed up, and I'm really sorry.",Leslie Knope
"You're wonderful friends, and I love you.",Leslie Knope
"We love your crazy ass too, Knope.",Donna Meagle
I think you're fine.,April Ludgate
Like a solid B-minus.,April Ludgate
Great.,Leslie Knope
I'll take it.,Leslie Knope
"We know you've been missing Ann, so we got you this.",April Ludgate
Press the paw.,Donna Meagle
"Hi, Leslie.",Ann Perkins
It's Ann.,Ann Perkins
"I love you, and everything's gonna be okay.",Ann Perkins
"It's cute, right?",Donna Meagle
I'm very lucky to have you both.,Leslie Knope
"You know, when Ann and I used to fight, we would make up with a five-minute hug.",Leslie Knope
"Mm, you touch me and I stab the bunny.",April Ludgate
"Yeah, it's about time for my mid-morning mani, so I'm gonna head out.",Donna Meagle
Okay.,Leslie Knope
"Well, that's fine.",Leslie Knope
"Well, you know, we'll forge our own unique traditions in the fiery cauldron of female friendship.",Leslie Knope
"I'm just an impartial bunny, but I think Ann sucks.",April Ludgate
Also-- I'm the zodiac killer.,April Ludgate
And we might even be able to pull it off under budget.,Tom Haverford
Sorry.,Jerry Gergich
"Sorry, you guys, I'm sorry.",Jerry Gergich
"I'm trying to find my inhaler, 'cause I'm having a littleâ¦",Jerry Gergich
Take your time.,Tom Haverford
"I mean, it's not like we're trying to get work done here.",Tom Haverford
"Yeah, and Larry, by the way, you're looking in the wrong spot.",April Ludgate
"Your inhaler is hidden under the pile of pistachio shells on my desk, obviously.",April Ludgate
"Okay, well, that's funny, 'cause I'm terribly allergic to pistachios.",Jerry Gergich
Classic.,Andy Dwyer
"Okay, you know what? I need to say something.",Ben Wyatt
I like Larry.,Ben Wyatt
"He is a good friend and a fine man with an inexplicably gorgeous wife-- I mean, to the point where it makes no sense at all.",Ben Wyatt
Sorry.,Ben Wyatt
Getting off track.,Ben Wyatt
